Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind,Transaction Hash
2023-04-06 01:08:04,Supercharger Reward,BTC,0.00000024,,,EUR,0.006057456459783271994111638,0.00675018375806118720180956824860453,supercharger_reward_to_app_credited,
2023-04-05 22:10:56,Card Cashback,CRO,9.71055861,,,EUR,0.63,0.70204644405,referral_card_cashback,
2023-04-05 19:07:49,Card Cashback,CRO,0.28927623,,,EUR,0.02,0.0222871887,referral_card_cashback,
2023-04-05 15:37:00,Card Cashback,CRO,1.72780946,,,EUR,0.11,0.12257953785,referral_card_cashback,
2023-04-05 15:33:21,Card Cashback,CRO,4.61422209,,,EUR,0.3,0.3343078305,referral_card_cashback,
2023-04-05 14:54:22,Card Cashback,CRO,0.43044555,,,EUR,0.03,0.03343078305,referral_card_cashback,
2023-04-05 07:13:55,Card Cashback,CRO,2.70297559,,,EUR,0.17,0.18944110395,referral_card_cashback,
2023-04-05 01:10:16,Supercharger Reward,BTC,0.00000024,,,EUR,0.006127886853429128451245554,0.00682866853173121139347242060170199,supercharger_reward_to_app_credited,
2023-04-04 17:02:22,Card Cashback,CRO,6.79400958,,,EUR,0.43,0.47917455705,referral_card_cashback,
2023-04-04 15:30:16,Card Cashback,CRO,2.7533687,,,EUR,0.18,0.2005846983,referral_card_cashback,
2023-04-04 01:10:06,Supercharger Reward,BTC,0.00000024,,,EUR,0.00603147446682543107613477,0.00672123047906851361763298428105495,supercharger_reward_to_app_credited,
2023-04-03 18:37:10,Card Cashback,CRO,7.67207747,,,EUR,0.49,0.54603612315,referral_card_cashback,
2023-04-03 17:03:01,Card Cashback,CRO,10.74274374,,,EUR,0.68,0.7577644158,referral_card_cashback,
2023-04-03 08:58:27,Supercharger Deposit (via app),CRO,-117.7,,,EUR,7.30710878422406768534504085920968,8.1427456162714689792428575119208135513308,supercharger_deposit,
2023-04-03 08:57:57,Card Cashback,CRO,22.45824725,,,EUR,1.45,1.61582118075,referral_card_cashback,
2023-04-03 01:09:12,Supercharger Reward,BTC,0.00000024,,,EUR,0.006157512414397622148180265,0.006861682055113620082389646383550275,supercharger_reward_to_app_credited,
2023-04-02 09:56:59,Card Cashback Reversal,CRO,-15.48703586,,,EUR,1.0,1.114359435,card_cashback_reverted,
2023-04-02 09:47:10,Card Cashback Reversal,CRO,-15.27706099,,,EUR,0.99,1.10321584065,card_cashback_reverted,
2023-04-02 01:08:08,Supercharger Reward,BTC,0.00000024,,,EUR,0.006199973660940005904609967,0.006908999145819986548757826721488645,supercharger_reward_to_app_credited,
2023-04-01 22:36:38,Card Cashback,CRO,0.14242608,,,EUR,0.01,0.01114359435,referral_card_cashback,
2023-04-01 16:40:15,Card Cashback,CRO,1.43273605,,,EUR,0.09,0.10029234915,referral_card_cashback,
2023-04-01 14:51:41,Card Cashback,CRO,1.86309768,,,EUR,0.12,0.1337231322,referral_card_cashback,
2023-04-01 12:55:10,Card Cashback,CRO,5.99140401,,,EUR,0.39,0.43460017965,referral_card_cashback,
2023-04-01 12:45:37,Card Cashback,CRO,2.85181319,,,EUR,0.19,0.21172829265,referral_card_cashback,
2023-04-01 04:17:53,Card Cashback,CRO,6.25141423,,,EUR,0.41,0.45688736835,referral_card_cashback,
2023-04-01 01:20:25,Card Cashback,CRO,15.27706099,,,EUR,0.99,1.10321584065,referral_card_cashback,
2023-04-01 01:05:43,Supercharger Reward,BTC,0.00000024,,,EUR,0.006209129973864183954122272,0.00691920256951685679785176094683632,supercharger_reward_to_app_credited,
2023-03-31 10:11:02,Card Cashback,CRO,8.81483625,,,EUR,0.56,0.6240412836,referral_card_cashback,
2023-03-31 09:23:10,Card Cashback Reversal,CRO,-9.46789531,,,EUR,0.76,0.8469131706,card_cashback_reverted,
2023-03-31 01:02:32,Supercharger Reward,BTC,0.00000024,,,EUR,0.006127545984542661088549546,0.00682828868127147854403255705006651,supercharger_reward_to_app_credited,
2023-03-30 10:45:09,Card Cashback,CRO,15.48703586,,,EUR,1.0,1.114359435,referral_card_cashback,
2023-03-30 08:34:13,Card Cashback,CRO,2.43848261,,,EUR,0.16,0.1782975096,referral_card_cashback,
2023-03-30 01:01:00,Supercharger Reward,BTC,0.00000024,,,EUR,0.006161049333978736263273342,0.00686562345481967084435529264168177,supercharger_reward_to_app_credited,
2023-03-29 19:03:10,Card Cashback,CRO,5.11557046,,,EUR,0.34,0.3788822079,referral_card_cashback,
2023-03-29 11:39:56,Convert Dust,CRO,1.377378210598657987,,,EUR,0.08497311403599925237688318207795,0.09469059134734669653912594984138648795825,dust_conversion_credited,
2023-03-29 11:39:56,Convert Dust,LUNA2,-0.074865,,,EUR,0.086962772237613861,0.096907785736741067892128535,dust_conversion_debited,
2023-03-29 01:05:34,Supercharger Reward,BTC,0.00000024,,,EUR,0.005922480495812325503675571,0.006599772019111942914311999722862385,supercharger_reward_to_app_credited,
2023-03-28 07:44:08,Card Cashback,CRO,12.02761223,,,EUR,0.75,0.83576957625,referral_card_cashback,
2023-03-28 07:37:01,Card Cashback,CRO,2.97246353,,,EUR,0.19,0.21172829265,referral_card_cashback,
2023-03-28 04:08:09,Adjustment (Credit),LUNA2,0.074865,,,EUR,0.082902896295043876422246468,0.09238362467520868743010439551122558,admin_wallet_credited,
2023-03-27 18:51:08,Supercharger Reward,BTC,0.00000024,,,EUR,0.005915674698095687523792539,0.006592187914213705924950002817255465,supercharger_reward_to_app_credited,
2023-03-27 13:17:00,Card Cashback,CRO,3.35320753,,,EUR,0.22,0.2451590757,referral_card_cashback,
2023-03-27 13:16:55,Card Cashback,CRO,5.540082,,,EUR,0.36,0.4011693966,referral_card_cashback,
2023-03-26 18:44:36,Supercharger Reward,BTC,0.00000024,,,EUR,0.006113347454834312755124364,0.00681246641572785278041367962177434,supercharger_reward_to_app_credited,
2023-03-26 14:33:51,Card Cashback,CRO,1.13973749,,,EUR,0.07,0.07800516045,referral_card_cashback,
2023-03-25 18:43:30,Supercharger Reward,BTC,0.00000024,,,EUR,0.006048625254196925358971176,0.00674034262079361712176029186864556,supercharger_reward_to_app_credited,
2023-03-25 17:43:19,Card Cashback,CRO,2.45345575,,,EUR,0.16,0.1782975096,referral_card_cashback,
2023-03-24 18:45:35,Supercharger Reward,BTC,0.00000024,,,EUR,0.006039344990095706504725241,0.006730001070933132096531444390998835,supercharger_reward_to_app_credited,
2023-03-24 16:48:02,Card Cashback,CRO,2.88220478,,,EUR,0.19,0.21172829265,referral_card_cashback,
2023-03-23 18:52:46,Card Cashback,CRO,5.25309076,,,EUR,0.35,0.39002580225,referral_card_cashback,
2023-03-23 18:46:37,Supercharger Reward,BTC,0.00000024,,,EUR,0.006105542540907355774702282,0.00680376893625398536844122226273067,supercharger_reward_to_app_credited,
2023-03-23 09:51:11,Card Cashback,CRO,13.92786157,,,EUR,0.9,1.0029234915,referral_card_cashback,
2023-03-22 18:43:40,Supercharger Reward,BTC,0.00000024,,,EUR,0.006041935318828759052784094,0.00673288762819656079981161816682689,supercharger_reward_to_app_credited,
2023-03-22 11:09:47,Card Cashback,CRO,9.02462503,,,EUR,0.61,0.67975925535,referral_card_cashback,
2023-03-21 18:47:34,Supercharger Reward,BTC,0.00000024,,,EUR,0.006148745246361559551553457,0.006851912278694403307587963714816795,supercharger_reward_to_app_credited,
2023-03-20 18:47:41,Supercharger Reward,BTC,0.00000024,,,EUR,0.006102533152985855711388314,0.00680041539643008673353420465464259,supercharger_reward_to_app_credited,
2023-03-19 18:46:26,Supercharger Reward,BTC,0.00000024,,,EUR,0.006203022757476461,0.006912396935313611105759535,supercharger_reward_to_app_credited,
2023-03-19 18:09:30,Card Cashback,CRO,5.89878695,,,EUR,0.4,0.445743774,referral_card_cashback,
2023-03-18 18:47:33,Supercharger Reward,BTC,0.00000024,,,EUR,0.006019292702778309,0.006707655615367659347495415,supercharger_reward_to_app_credited,
2023-03-17 18:43:41,Supercharger Reward,BTC,0.00000024,,,EUR,0.005806618607176024051556077,0.006470660230353161107638440836536495,supercharger_reward_to_app_credited,
2023-03-16 18:45:29,Supercharger Reward,BTC,0.00000024,,,EUR,0.005512073768219670744588484,0.00614243141003159324682565233774654,supercharger_reward_to_app_credited,
2023-03-16 14:59:09,Card Cashback,CRO,3.95540124,,,EUR,0.27,0.30087704745,referral_card_cashback,
2023-03-15 18:44:53,Supercharger Reward,BTC,0.00000024,,,EUR,0.005405822744989440036396141,0.006024029579816581479924783120940335,supercharger_reward_to_app_credited,
2023-03-15 08:24:33,Supercharger Deposit (via app),CRO,-115.74,,,EUR,7.74843131436027370202327644858519,8.63453754160682198903201670009419887776765,supercharger_deposit,
2023-03-15 08:23:46,Card Cashback,CRO,9.15903252,,,EUR,0.64,0.7131900384,referral_card_cashback,
2023-03-15 08:22:55,Convert Dust,CRO,1.438346006084959072,,,EUR,0.09633313209088534998497218364644,0.1073497346485793672590308610589631181614,dust_conversion_credited,
2023-03-15 08:22:55,Convert Dust,LUNA2,-0.074865,,,EUR,0.098614819002728164348869808,0.10989235398650742068239370213143848,dust_conversion_debited,
2023-03-15 07:46:44,Card Cashback,CRO,0.13522673,,,EUR,0.01,0.01114359435,referral_card_cashback,
2023-03-15 07:28:38,Card Cashback,CRO,6.09522245,,,EUR,0.42,0.4680309627,referral_card_cashback,
2023-03-14 19:54:15,Card Cashback,CRO,2.44248684,,,EUR,0.17,0.18944110395,referral_card_cashback,
2023-03-14 18:45:26,Supercharger Reward,BTC,0.00000024,,,EUR,0.005517836026460193684085435,0.006148852636868826483788013838329225,supercharger_reward_to_app_credited,
2023-03-13 19:56:54,Card Cashback,CRO,6.18489664,,,EUR,0.42,0.4680309627,referral_card_cashback,
2023-03-13 18:44:35,Supercharger Reward,BTC,0.00000024,,,EUR,0.005255459110242729285251926,0.00585647044475569051917129009002181,supercharger_reward_to_app_credited,
2023-03-13 11:39:06,Card Cashback,CRO,3.09477033,,,EUR,0.2,0.222871887,referral_card_cashback,
2023-03-13 08:36:13,Card Cashback,CRO,14.18451616,,,EUR,0.92,1.0252106802,referral_card_cashback,
2023-03-12 18:43:02,Supercharger Reward,BTC,0.00000024,,,EUR,0.004650750290514624169812031,0.005182607466063962449109078921362485,supercharger_reward_to_app_credited,
2023-03-12 15:58:53,Card Cashback,CRO,2.80044011,,,EUR,0.17,0.18944110395,referral_card_cashback,
2023-03-11 18:47:39,Supercharger Reward,BTC,0.00000024,,,EUR,0.004441679487749420452823984,0.00494962744441953359738637896468904,supercharger_reward_to_app_credited,
2023-03-11 15:26:10,Card Cashback,CRO,2.48912349,,,EUR,0.15,0.16715391525,referral_card_cashback,
2023-03-10 18:47:23,Supercharger Reward,BTC,0.00000024,,,EUR,0.004381016103638575478025793,0.004882026629976584413897677602906955,supercharger_reward_to_app_credited,
2023-03-10 17:20:20,Card Cashback,CRO,2.70384569,,,EUR,0.16,0.1782975096,referral_card_cashback,
2023-03-09 18:44:30,Supercharger Reward,BTC,0.00000024,,,EUR,0.00466139169669553214598425,0.00519446581744332456922334634889875,supercharger_reward_to_app_credited,
2023-03-08 18:45:17,Supercharger Reward,BTC,0.00000024,,,EUR,0.004878479229568114570311976,0.00543637935792075944658812134909356,supercharger_reward_to_app_credited,
2023-03-08 16:57:26,Card Cashback,CRO,3.44506664,,,EUR,0.23,0.25630267005,referral_card_cashback,
2023-03-07 18:46:24,Supercharger Reward,BTC,0.00000024,,,EUR,0.004929138982703387826129049,0.005492832531801822030511045280727315,supercharger_reward_to_app_credited,
2023-03-07 18:24:24,Card Cashback,CRO,4.32290002,,,EUR,0.3,0.3343078305,referral_card_cashback,
2023-03-06 19:37:53,Card Cashback,CRO,0.68220811,,,EUR,0.05,0.05571797175,referral_card_cashback,
2023-03-06 18:45:19,Supercharger Reward,BTC,0.00000024,,,EUR,0.00496594415388768615349857,0.00553384672156783499546998973850795,supercharger_reward_to_app_credited,
2023-03-06 15:00:09,Card Cashback,CRO,0.13668722,,,EUR,0.01,0.01114359435,referral_card_cashback,
2023-03-06 14:35:56,Card Cashback,CRO,4.38918499,,,EUR,0.3,0.3343078305,referral_card_cashback,
2023-03-05 20:55:07,Card Cashback,CRO,1.76084204,,,EUR,0.12,0.1337231322,referral_card_cashback,
2023-03-05 18:43:38,Supercharger Reward,BTC,0.00000024,,,EUR,0.004997579787358869237081595,0.005569100188208649665273127253098825,supercharger_reward_to_app_credited,
2023-03-04 21:44:37,Card Cashback,CRO,2.4542531,,,EUR,0.17,0.18944110395,referral_card_cashback,
2023-03-04 21:43:23,Card Cashback,CRO,3.54650181,,,EUR,0.25,0.27858985875,referral_card_cashback,
2023-03-04 18:45:47,Card Cashback,CRO,5.66787639,,,EUR,0.4,0.445743774,referral_card_cashback,
2023-03-04 18:42:43,Supercharger Reward,BTC,0.00000024,,,EUR,0.004972589833458297578088302,0.00554125239729933258518034859682937,supercharger_reward_to_app_credited,
2023-03-03 18:44:15,Supercharger Reward,BTC,0.00000024,,,EUR,0.004904867190199264241888842,0.00546578503082048963800695330392427,supercharger_reward_to_app_credited,
2023-03-03 12:13:10,Card Cashback,CRO,21.42452084,,,EUR,1.51,1.68268274685,referral_card_cashback,
2023-03-02 18:46:19,Supercharger Reward,BTC,0.00000024,,,EUR,0.005170987527088549180139284,0.00576233873907844285934972573954454,supercharger_reward_to_app_credited,
2023-03-02 18:20:03,Card Cashback,CRO,6.99650576,,,EUR,0.52,0.5794669062,referral_card_cashback,
2023-03-02 13:23:53,Card Cashback,CRO,0.64184339,,,EUR,0.05,0.05571797175,referral_card_cashback,
2023-03-02 12:17:12,Card Cashback,CRO,0.64092659,,,EUR,0.05,0.05571797175,referral_card_cashback,
2023-03-01 23:36:43,Card Cashback,CRO,0.12396774,,,EUR,0.01,0.01114359435,referral_card_cashback,
2023-03-01 18:45:13,Supercharger Reward,BTC,0.00000024,,,EUR,0.005203378187268135412247578,0.00579843357685544357149570310019843,supercharger_reward_to_app_credited,
2023-03-01 07:23:56,Card Cashback,CRO,7.78065478,,,EUR,0.6,0.668615661,referral_card_cashback,
2023-02-28 18:45:46,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-28 01:51:50,Adjustment (Credit),LUNA2,0.074865,,,EUR,0.12057808914794796625775318,0.1343673312962869270883888980342533,admin_wallet_credited,
2023-02-27 18:43:42,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-26 18:43:08,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-26 12:24:17,Card Cashback,CRO,0.99486534,,,EUR,0.08,0.0891487548,referral_card_cashback,
2023-02-25 21:05:09,Crypto Earn Withdrawal,BTC,0.1618375,,,EUR,3477.045563698687559974777897047,3874.678529832525979575022111603783088445,crypto_earn_program_withdrawn,
2023-02-25 21:05:08,Crypto Earn Withdrawal,ETH,0.48729,,,EUR,715.73958224125611039143366287,797.59115647350219286609564539579367845,crypto_earn_program_withdrawn,
2023-02-25 19:12:05,Supercharger Lockup (via app),CRO,-146.28,,,EUR,10.73187330955061961071645523633882,11.9591642777224085732979090023693189237667,supercharger_deposit,
2023-02-25 19:11:19,Card Cashback,CRO,4.25443968,,,EUR,0.32,0.3565950192,referral_card_cashback,
2023-02-25 18:46:14,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-25 13:53:48,Card Cashback,CRO,1.49739118,,,EUR,0.11,0.12257953785,referral_card_cashback,
2023-02-25 00:19:58,Crypto Earn,ETH,0.00012015,,,EUR,0.179991533102879433996214693,0.200575263133308522941141597430178455,crypto_earn_interest_paid,
2023-02-25 00:19:57,Crypto Earn,BTC,0.00005321,,,EUR,1.147722009437293215897785734,1.27897484997360673599718952829130029,crypto_earn_interest_paid,
2023-02-24 21:14:47,Card Cashback,CRO,2.33718973,,,EUR,0.18,0.2005846983,referral_card_cashback,
2023-02-24 20:12:26,Card Cashback,CRO,5.76351447,,,EUR,0.45,0.50146174575,referral_card_cashback,
2023-02-24 18:43:39,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-24 13:05:46,Card Cashback,CRO,5.50213696,,,EUR,0.44,0.4903181514,referral_card_cashback,
2023-02-24 07:54:55,Card Cashback,CRO,48.9114842,,,EUR,3.9,4.3460017965,referral_card_cashback,
2023-02-23 18:48:16,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-22 18:43:53,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-21 18:43:37,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-20 18:54:58,Card Cashback,CRO,3.07930817,,,EUR,0.25,0.27858985875,referral_card_cashback,
2023-02-20 18:40:38,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-19 18:37:25,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-19 12:46:30,Card Cashback,CRO,4.32312685,,,EUR,0.33,0.36773861355,referral_card_cashback,
2023-02-19 08:30:09,Convert Dust,CRO,2.950003977391580304,,,EUR,0.21525706809409165739155236233278,0.2398737447810885061690638642620720027793,dust_conversion_credited,
2023-02-19 08:30:08,Convert Dust,ETH,-0.00014018,,,EUR,0.218307406053902387465806291,0.243272917666542244041546980258205585,dust_conversion_debited,
2023-02-19 00:38:15,Crypto Earn,ETH,0.00014018,,,EUR,0.218798604456026774131306065,0.243820289240406478365834842405473275,crypto_earn_interest_paid,
2023-02-19 00:38:14,Crypto Earn,BTC,0.00006207,,,EUR,1.415033210370559203207247643,1.576855608814772494320078671358561705,crypto_earn_interest_paid,
2023-02-18 18:37:06,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-17 18:38:03,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-17 14:21:06,Card Cashback,CRO,3.15304439,,,EUR,0.24,0.2674462644,referral_card_cashback,
2023-02-16 18:39:37,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-15 18:40:35,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-15 08:48:41,Card Cashback,CRO,9.06852676,,,EUR,0.65,0.72433363275,referral_card_cashback,
2023-02-14 18:37:26,Supercharger Reward,BTC,0.00000024,,,EUR,0.004823408047570653246966345,0.005375010266665286274870331678215075,supercharger_reward_to_app_credited,
2023-02-13 18:40:29,Supercharger Reward,BTC,0.00000024,,,EUR,0.004715296451814534966549043,0.005254535089901549910111335457270705,supercharger_reward_to_app_credited,
2023-02-13 07:12:59,Card Cashback,CRO,0.3896665,,,EUR,0.03,0.03343078305,referral_card_cashback,
2023-02-12 18:39:52,Supercharger Reward,BTC,0.00000024,,,EUR,0.004876392254118078021341908,0.00543405371713739784714848654070198,supercharger_reward_to_app_credited,
2023-02-12 16:15:44,Card Cashback,CRO,3.08004723,,,EUR,0.23,0.25630267005,referral_card_cashback,
2023-02-12 14:32:00,Card Cashback,CRO,0.90327921,,,EUR,0.07,0.07800516045,referral_card_cashback,
2023-02-12 13:58:30,Card Cashback,CRO,1.16135899,,,EUR,0.08,0.0891487548,referral_card_cashback,
2023-02-12 13:16:08,Card Cashback,CRO,1.02949304,,,EUR,0.08,0.0891487548,referral_card_cashback,
2023-02-12 12:13:00,Card Cashback,CRO,4.61167726,,,EUR,0.34,0.3788822079,referral_card_cashback,
2023-02-12 08:31:54,USDC -> CRO,USDC,-1.64767,CRO,21.27,EUR,1.534452701431654046501673538,1.70993184540160169437506865036013103,crypto_exchange,
2023-02-12 08:31:41,USDT -> CRO,USDT,-1.77745,CRO,22.94,EUR,1.62903401637881885755800450115507,1.81532942608768132807568337563462065258545,crypto_exchange,
2023-02-12 08:31:00,Convert Dust,CRO,0.053377672043331916,,,EUR,0.00375586979920366424340747065495,0.00418538894737415873621325147382916195325,dust_conversion_credited,
2023-02-12 08:31:00,Convert Dust,LUNA2,-0.00077,,,EUR,0.001288385061261253859397862,0.00143572404892953123815017093852797,dust_conversion_debited,
2023-02-12 08:31:00,Convert Dust,ETHW,-0.00075135,,,EUR,0.002554666621668593425693529,0.002846816853135972527100555459596115,dust_conversion_debited,
2023-02-12 08:30:20,LUNA2 -> USDC,LUNA2,-0.919,USDC,1.64767,EUR,1.534452701431654046501673538,1.70993184540160169437506865036013103,crypto_exchange,
2023-02-12 08:30:05,ETHW -> USDT,ETHW,-0.486,USDT,1.77745,EUR,1.62903401637881885755800450115507,1.81532942608768132807568337563462065258545,crypto_exchange,
2023-02-12 08:28:39,Supercharger Lockup (via app),CRO,-101.5,,,EUR,7.13728735011620734008559475076855,7.95350349890814399584063621810540719376925,supercharger_deposit,
2023-02-12 08:28:13,Convert Dust,CRO,5.550192859105555023,,,EUR,0.39033004429491026233828197373481,0.43496796762400117331498967912180771143235,dust_conversion_credited,
2023-02-12 08:28:13,Convert Dust,ETH,-0.00028036,,,EUR,0.395912137936917509030465913,0.441188426341025461004797392597439155,dust_conversion_debited,
2023-02-12 00:05:35,Crypto Earn,ETH,0.00014018,,,EUR,0.198347281329582096703565527,0.221030164356219154068700643153197245,crypto_earn_interest_paid,
2023-02-12 00:05:34,Crypto Earn,BTC,0.00006207,,,EUR,1.25402277018263866125527231,1.39743210565786006536558164214274485,crypto_earn_interest_paid,
2023-02-11 20:30:54,Card Cashback,CRO,3.74999987,,,EUR,0.27,0.30087704745,referral_card_cashback,
2023-02-11 18:37:20,Supercharger Reward,BTC,0.00000024,,,EUR,0.004806885014805051922931491,0.005356597669208124295983599854467585,supercharger_reward_to_app_credited,
2023-02-11 18:17:44,Card Cashback,CRO,9.3262262,,,EUR,0.68,0.7577644158,referral_card_cashback,
2023-02-11 16:35:07,Card Cashback,CRO,0.90469835,,,EUR,0.07,0.07800516045,referral_card_cashback,
2023-02-11 14:38:10,Card Cashback,CRO,2.58417575,,,EUR,0.19,0.21172829265,referral_card_cashback,
2023-02-11 13:45:17,Card Cashback,CRO,0.90517238,,,EUR,0.07,0.07800516045,referral_card_cashback,
2023-02-11 12:34:28,Card Cashback,CRO,4.91443669,,,EUR,0.36,0.4011693966,referral_card_cashback,
2023-02-10 21:45:45,Card Cashback,CRO,6.4075509,,,EUR,0.46,0.5126053401,referral_card_cashback,
2023-02-10 18:38:15,Supercharger Reward,BTC,0.00000024,,,EUR,0.004762533381887282083379268,0.00530717400860855089612014397919358,supercharger_reward_to_app_credited,
2023-02-10 07:47:24,Card Cashback Reversal,CRO,-18.20565502,,,EUR,1.4,1.560103209,card_cashback_reverted,
2023-02-09 18:40:30,Supercharger Reward,BTC,0.00000024,,,EUR,0.004943431545638251534837935,0.005508759584158618694749884063166725,supercharger_reward_to_app_credited,
2023-02-08 22:29:03,Card Cashback,CRO,0.353512,,,EUR,0.03,0.03343078305,referral_card_cashback,
2023-02-08 19:01:20,Card Cashback,CRO,6.59652609,,,EUR,0.53,0.59061050055,referral_card_cashback,
2023-02-08 18:31:11,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-08 15:23:59,Card Cashback,CRO,9.46789531,,,EUR,0.76,0.8469131706,referral_card_cashback,
2023-02-07 18:31:40,Supercharger Reward,BTC,0.00000024,,,EUR,0.004972467447174572737388199,0.005541116014989349222002316813307565,supercharger_reward_to_app_credited,
2023-02-07 12:54:07,Card Cashback,CRO,18.20565502,,,EUR,1.4,1.560103209,referral_card_cashback,
2023-02-07 05:00:11,Card Cashback,CRO,23.05158815,,,EUR,1.75,1.95012901125,referral_card_cashback,
2023-02-06 18:33:41,Supercharger Reward,BTC,0.00000024,,,EUR,0.01,0.01114359435,supercharger_reward_to_app_credited,
2023-02-06 15:11:10,Card Cashback,CRO,8.95078795,,,EUR,0.68,0.7577644158,referral_card_cashback,
2023-02-05 00:09:17,Crypto Earn,ETH,0.00014018,,,EUR,0.213306672946645310304122215,0.237700303546553453135901309678348525,crypto_earn_interest_paid,
2023-02-05 00:09:16,Crypto Earn,BTC,0.00006207,,,EUR,1.325872601033386517266418509,1.477498642569545015517623874162782415,crypto_earn_interest_paid,
2023-02-04 12:28:47,Card Cashback,CRO,7.01188942,,,EUR,0.55,0.61289768925,referral_card_cashback,
2023-02-03 08:50:32,Card Cashback,CRO,11.6021253,,,EUR,0.87,0.96949270845,referral_card_cashback,
2023-02-01 23:39:22,Card Cashback,CRO,0.12293451,,,EUR,0.01,0.01114359435,referral_card_cashback,
2023-01-31 03:41:30,Adjustment (Credit),LUNA2,0.074865,,,EUR,0.13247003193618670550214458,0.1476192299428409731978812254571123,admin_wallet_credited,
2023-01-30 20:09:19,Supercharger Lockup (via app),CRO,-103.84,,,EUR,7.2143853410576477424672497444699,8.0394183725332826407248299312513721385065,supercharger_deposit,
2023-01-30 20:07:49,Card Cashback,CRO,14.4256846,,,EUR,1.05,1.17007740675,referral_card_cashback,
2023-01-30 10:31:03,Card Cashback,CRO,26.10331256,,,EUR,1.93,2.15071370955,referral_card_cashback,
2023-01-30 10:17:49,Card Cashback,CRO,4.00631977,,,EUR,0.3,0.3343078305,referral_card_cashback,
2023-01-30 09:35:01,Card Cashback,CRO,1.37281538,,,EUR,0.1,0.1114359435,referral_card_cashback,
2023-01-29 18:08:50,Convert Dust,CRO,2.726969856381014143,,,EUR,0.2019879796770423773777133122723,0.2250872109097004261256853882557387941505,dust_conversion_credited,
